objectid,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,event_year,source,basisofrec,catalog_no,dist_comm,island,tax_comm,legend,kingdom,phylum,class,order_,family,genus,category,latitude,longitude
50362,135110,Syntripsa matannensis,1,1,1,Christoph Schubart,2018,IUCN, , ,1995,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.533333,121.471667
50363,135110,Syntripsa matannensis,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.559433,121.419783
50364,135110,Syntripsa matannensis,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.524867,121.449933
50365,135110,Syntripsa matannensis,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.506667,121.332778
50366,135110,Syntripsa matannensis,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.4495,121.216667
50367,135110,Syntripsa matannensis,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.4335,121.217167
50368,135110,Syntripsa matannensis,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.461528,121.218417
110196,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1988,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.669444,121.416667
110197,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Schubart et al. (2008),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.862167,121.398333
110198,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Schubart et al. (2008),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.856333,121.5455
110199,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Schubart et al. (2008),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.77,121.5995
110200,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Schubart et al. (2008),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.728333,121.439333
110201,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Schubart et al. (2008),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.681667,121.69
110202,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.610667,121.475667
110203,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.599222,121.472
110204,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.559433,121.419783
110205,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.524867,121.449933
110206,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.506667,121.332778
110207,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.681528,121.43525
110208,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Schubart et al. (2008),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.677139,121.440556
110209,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.610633,121.530367
110210,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.565083,121.495583
110211,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.560222,121.429778
110212,134323,Nautilothelphusa zimmeri,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Nautilothelphusa,EN,-2.530194,121.45275
1441733,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,1995,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.533333,121.471667
1441734,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.432278,121.238864
1441735,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.559433,121.419783
1441736,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.524867,121.449933
1441737,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.506667,121.332778
1441738,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.493906,121.308464
1441739,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.473889,121.263333
1441740,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.461528,121.218417
1441741,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.522628,121.342614
1441742,134415,Parathelphusa pantherina,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Parathelphusa,EN,-2.480556,121.286667
1737700,114996988,Potamonautes bellarussus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2011,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-9.39538889,33.82736111
1737701,114996988,Potamonautes bellarussus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2012,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-12.46,36.545
1737702,114996988,Potamonautes bellarussus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2012,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-12.7275,37.646944
1737703,114996988,Potamonautes bellarussus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2012,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-10.70166667,35.39583333
1737704,114996988,Potamonautes bellarussus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2012,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-10.50222222,35.67111111
1737705,114996988,Potamonautes bellarussus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2012,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-8.76938889,34.37483333
2744718,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,1988,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.681528,121.43525
2744719,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,1989,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.658333,121.5
2744720,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,1995,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.805,121.4
2744721,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.610667,121.475667
2744722,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Schubart et al. (2008),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.680333,121.69
2744723,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.626111,121.532778
2744724,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,1999,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.616111,121.5
2744725,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.710472,121.440556
2744726,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.648472,121.531667
2744727,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.615833,121.518333
2744728,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.578889,121.485
2744729,134942,Syntripsa flavichela,1,1,1,Christoph Schubart,2018,IUCN, , ,2000,Chia & Ng (2006),HumanObservation,, ,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Syntripsa,EN,-2.565083,121.495583
2756179,70869828,Potamonautes mulanjeensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2009,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,DD,-15.978,35.722
2756180,70869828,Potamonautes mulanjeensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2009,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,DD,-15.97369,35.55133
2756181,70869828,Potamonautes mulanjeensis,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,2009,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,DD,-15.96,35.618
3100939,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1868,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-6.143375,39.353222
3100940,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1868,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-6.12,37.57
3100941,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1890,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-3.3833333,38.5666667
3100942,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1890,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-3.38,38.57
3100943,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1893,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-2.5052778,40.4825
3100944,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1899,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-7.303,36.695
3100945,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1908,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.486173,35.253304
3100946,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1920,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,1.8,44.9166667
3100947,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1922,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-4.9281,38.9042
3100948,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1925,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-14.46667,35.26667
3100949,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1925,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-9.225837,32.704774
3100950,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1926,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-9.9525,33.9248
3100951,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1929,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-19.797014,34.885512
3100952,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1929,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-19.1044,33.8132
3100953,44202,Potamonautes obesus,1,1,1,Neil Cumberlidge,2017,IUCN Freshwater Biodiversity Unit, , ,1929,,,,,,,Extant (resident),ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Potamonautes,LC,-18.290833,35.945278
